package,part_pattern,namespace_uri,element_local_name,attribute_namespace_uri,attribute_local_name,node_kind,context_predicate,surface_class,locator_kind
docx,word/{document|headerN|footerN}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,tcW,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,gridSpan,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,vMerge,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,hyperlink,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/document.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,sectPr,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/document.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pgSz,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/document.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pgMar,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/document.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,headerReference,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/document.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,footerReference,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/headerN.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,hdr,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/footerN.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,ftr,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/footnotes.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,footnotes,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/footnotes.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,footnote,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/endnotes.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,endnotes,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/endnotes.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,endnote,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/comments.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,comments,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/comments.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,comment,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/comments.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,comment,http://schemas.openxmlformats.org/wordprocessingml/2006/main,author,ATTRIBUTE,ANY,SCAN_BLOCK,comment-author
docx,word/{document|headerN|footerN}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,pStyle,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,word/{document|headerN|footerN}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rStyle,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,styles,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,style,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,name,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,basedOn,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,next,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,numbering,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/numbering.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,lvlText,http://schemas.openxmlformats.org/wordprocessingml/2006/main,val,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
docx,docProps/core.xml,http://purl.org/dc/elements/1.1/,creator,N/A,N/A,TEXT,ANY,SCAN_BLOCK,ooxml-element-text
docx,docProps/core.xml,http://schemas.openxmlformats.org/package/2006/metadata/core-properties,lastModifiedBy,N/A,N/A,TEXT,ANY,SCAN_BLOCK,ooxml-element-text
docx,docProps/app.xml,http://schemas.openxmlformats.org/officeDocument/2006/extended-properties,Company,N/A,N/A,TEXT,ANY,SCAN_BLOCK,ooxml-element-text
docx,docProps/custom.xml,http://schemas.openxmlformats.org/officeDocument/2006/custom-properties,property,N/A,name,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
xlsx,xl/workbook.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,workbook,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/workbook.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,sheets,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/workbook.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,sheet,N/A,name,ATTRIBUTE,ANY,SCAN_BLOCK,xlsx-sheet-name
xlsx,xl/workbook.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,definedNames,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/workbook.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,definedName,N/A,N/A,TEXT,ANY,SCAN_BLOCK,xlsx-defined-name
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,worksheet,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,sheetData,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,c,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,v,N/A,N/A,TEXT,PARENT_C_WITHOUT_SIBLING_F,SCAN_REWRITE,xlsx-raw-value
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,N/A,TEXT,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,is,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,t,N/A,N/A,TEXT,ANY,SCAN_REWRITE,xlsx-cell-text
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,hyperlinks,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,hyperlink,N/A,display,ATTRIBUTE,ANY,SCAN_REWRITE,ooxml-attribute-value
xlsx,xl/sharedStrings.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,sst,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/sharedStrings.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,si,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/sharedStrings.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,t,N/A,N/A,TEXT,ANY,SCAN_REWRITE,xlsx-cell-text
xlsx,xl/sharedStrings.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,r,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableParts,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableParts,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tablePart,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tablePart,http://schemas.openxmlformats.org/officeDocument/2006/relationships,id,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,table,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,table,N/A,id,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,table,N/A,ref,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,table,N/A,totalsRowShown,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,table,N/A,headerRowCount,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,table,N/A,name,ATTRIBUTE,ANY,SCAN_BLOCK,xlsx-table-name
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,table,N/A,displayName,ATTRIBUTE,ANY,SCAN_BLOCK,xlsx-table-name
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,autoFilter,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,autoFilter,N/A,ref,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableColumns,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableColumns,N/A,count,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableColumn,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableColumn,N/A,id,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableColumn,N/A,name,ATTRIBUTE,ANY,SCAN_BLOCK,xlsx-table-name
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyleInfo,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyleInfo,N/A,showFirstColumn,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyleInfo,N/A,showLastColumn,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyleInfo,N/A,showRowStripes,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyleInfo,N/A,showColumnStripes,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/tables/tableN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,tableStyleInfo,N/A,name,ATTRIBUTE,ANY,SCAN_BLOCK,xlsx-table-name
xlsx,docProps/core.xml,http://purl.org/dc/elements/1.1/,creator,N/A,N/A,TEXT,ANY,SCAN_BLOCK,ooxml-element-text
xlsx,docProps/core.xml,http://schemas.openxmlformats.org/package/2006/metadata/core-properties,lastModifiedBy,N/A,N/A,TEXT,ANY,SCAN_BLOCK,ooxml-element-text
xlsx,docProps/app.xml,http://schemas.openxmlformats.org/officeDocument/2006/extended-properties,Company,N/A,N/A,TEXT,ANY,SCAN_BLOCK,ooxml-element-text
xlsx,docProps/custom.xml,http://schemas.openxmlformats.org/officeDocument/2006/custom-properties,property,N/A,name,ATTRIBUTE,ANY,SCAN_BLOCK,ooxml-attribute-value
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,v,N/A,N/A,TEXT,PARENT_C_WITH_SIBLING_F,REJECT,xlsx-cached-result
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,c,N/A,N/A,DERIVED,FORMULA_FREE_CELL_DISPLAY,SCAN_REWRITE,xlsx-display-value
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,t,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,si,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,ref,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,aca,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,bx,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,ca,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,dt2D,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,dtr,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,r1,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,r2,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,del1,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,f,N/A,del2,ATTRIBUTE,PARENT_C,REJECT,xlsx-formula
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,r,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,spans,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,s,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,customFormat,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,ht,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,hidden,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,customHeight,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,outlineLevel,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,row,N/A,collapsed,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,c,N/A,r,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,c,N/A,s,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,c,N/A,t,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/worksheets/sheetN.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,t,http://www.w3.org/XML/1998/namespace,space,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
xlsx,xl/sharedStrings.xml,http://schemas.openxmlformats.org/spreadsheetml/2006/main,t,http://www.w3.org/XML/1998/namespace,space,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,t,http://www.w3.org/XML/1998/namespace,space,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,{commentRangeStart|commentRangeEnd|commentReference|footnoteReference},N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,{commentRangeStart|commentRangeEnd|commentReference|footnoteReference},http://schemas.openxmlformats.org/wordprocessingml/2006/main,id,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,vanish,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/document.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,hyperlink,http://schemas.openxmlformats.org/officeDocument/2006/relationships,id,ATTRIBUTE,ANY,SCAN_BLOCK,relationship-target
docx,word/styles.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,styles,http://schemas.openxmlformats.org/wordprocessingml/2006/main,default,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,docProps/app.xml,http://schemas.openxmlformats.org/officeDocument/2006/extended-properties,Company,N/A,N/A,ELEMENT,ANY,SCAN_BLOCK,ooxml-element-text
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,p,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsidR,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,p,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsidRDefault,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,p,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsidP,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,p,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsidRPr,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,r,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsidR,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,r,http://schemas.openxmlformats.org/wordprocessingml/2006/main,rsidRPr,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,br,http://schemas.openxmlformats.org/wordprocessingml/2006/main,type,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,comment,http://schemas.openxmlformats.org/wordprocessingml/2006/main,id,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,comment,http://schemas.openxmlformats.org/wordprocessingml/2006/main,date,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/{document|headerN|footerN|footnotes|endnotes|comments}.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,comment,http://schemas.openxmlformats.org/wordprocessingml/2006/main,initials,ATTRIBUTE,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,settings,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,zoom,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,proofState,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,defaultTabStop,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,characterSpacingControl,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
docx,word/settings.xml,http://schemas.openxmlformats.org/wordprocessingml/2006/main,compat,N/A,N/A,ELEMENT,ANY,PRESERVE_VALIDATED,N/A
